,line,nuclear_cost,CO2,onwind_cost,offwind_cost,solar_cost,onwind_potential,solar_potential,nuclear_inv_NO,nuclear_cap_NO,nuclear_prod_NO,onwind_inv_NO,onwind_cap_NO,onwind_prod_NO,solar_inv_NO,solar_cap_NO,solar_prod_NO,offwind_inv_NO,offwind_cap_NO,offwind_NO,nuclear_inv_EU,nuclear_cap_EU,nuclear_prod_EU,onwind_inv_EU,onwind_cap_EU,onwind_prod_EU,solar_inv_EU,solar_cap_EU,solar_prod_EU,offwind_inv_EU,offwind_cap_EU,offwind_EU,offwind_prod_NO,offwind_prod_EU
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.5_2050.nc,1.5,0.5,0.15,1.0,1.0,1.3,1.0,1,27795.350702207343,0.0786542943026711,1965.135520041898,1211178514.7613273,11072.400381690752,26571964.57472336,7641782.199103165,130.85726802786073,122872.26713842845,232747.728299574,1.1387337856840554,3214.900111791933,112836023913.85928,319299.3651330012,8382541767.914076,94258185005.34288,861693.2606638074,2530761459.708586,25512465887.858635,436873.4281815798,612886679.8256036,5143761826.561279,25309.881466887306,99681313.21502584,3214.900111791933,99681313.21502584
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.7_2050.nc,1.5,0.7,0.0,1.0,1.0,1.0,1.0,1,4922.345988064971,0.009949342508824902,217.20075736623303,3095172890.618237,28295.57581958395,70857390.9861872,1188314554.3828762,24761.224963454762,26278602.16359302,1841566.0925504034,8.398284649735784,37494.52103621009,47992637737.6943,97005.61315926204,2482639411.774413,165050305161.88037,1508863.5074018824,3967890850.3676605,123882046788.53519,2581363.005401519,3593479875.9780974,23160796188.491272,109294.52683992121,440617368.5669986,37494.52103621009,440617368.5669986
elec_s_100_lc1.25__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.8_2050.nc,1.25,0.8,0.15,1.0,1.0,1.3,1.0,1,7744.080599311244,0.013696202313824846,252.4285026358956,1336232947.5755224,12215.628017211406,28602617.065934323,7641796.416235132,130.857511480893,122720.97746527397,1844917.0965681982,8.415588960248597,36305.66410366718,34762969695.238075,61481.884113872555,1591066321.422595,144437879258.11554,1320428.0045731422,3433667439.6705704,69707520673.34218,1193666.0164666434,1556176285.9571874,22750862416.477276,106287.76980377332,418471875.65546906,36305.66410366718,418471875.65546906
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-solar+p3-onwind+p0.5-dist1-EQ0.9c-nuclear+c0.8_2050.nc,1.25,0.8,0.0,1.0,1.0,1.0,0.5,1,2596.6491917804738,0.004592440924726197,93.61070703660015,1710036383.1141846,15632.87927447236,37821183.38427309,873816487.8260303,18207.94549055475,19297339.40073906,288590406.9065913,1288.4939714763098,5751713.582371182,33447603226.321068,59155.52334785586,1511626168.0453126,147058343385.2397,1344383.8687564605,3135763913.765574,147959664204.52878,3083074.693794523,4204235207.956142,50549285986.75682,239544.11318239802,966931093.1974889,5751713.582371182,966931093.1974889
elec_s_100_lc1.25__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.7_2050.nc,1.25,0.7,0.15,1.0,1.0,1.0,1.0,1,1712.6760269848255,0.0034617640532465057,69.2399965001146,1001554247.4034307,9156.048836796808,21165560.41731223,257920962.20939246,5374.367371418867,5853888.786814214,229946.16332196194,1.1245320273968105,3185.6282533010854,48376555262.934845,97781.61040996737,2526945280.0887094,118380226245.48463,1082213.1059049012,2896522801.567033,69179149391.05446,1441504.2503135293,1911850960.8530242,17251247744.3614,81459.3227950324,329299548.0464014,3185.6282533010854,329299548.0464014
elec_s_100_lc1.25__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.6_2050.nc,1.25,0.6,0.1,1.0,1.0,1.3,1.0,1,6602.590059637144,0.015569811994653397,349.8976676043713,1439979559.2197084,13164.062957534448,31649167.699919946,7641830.000701396,130.8580865786109,122841.06196463309,1840759.0145235367,8.395001372826519,37643.37430521646,97761404715.87637,230534.78680502364,6001960555.537958,120867022713.93442,1104947.001718663,3119932126.1075315,33965975629.535233,581630.6538157426,814648371.9073504,8657099638.704815,42126.26341180716,171438803.2136107,37643.37430521646,171438803.2136107
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.7_2050.nc,1.5,0.7,0.15,1.0,1.0,1.0,1.0,1,3727.287084601027,0.007533817395878179,155.2233423082485,1033025058.224696,9443.749958887933,21934176.41068137,240522514.27820268,5011.831305820587,5459004.275440132,232642.2692462386,1.1373025457398125,3230.497903585195,38169810694.686295,77151.1228628062,1997900283.5349696,125714338438.38515,1149260.3872547003,3051411584.189612,71077899518.3257,1481069.0093896037,1948318672.2507782,17049650217.00476,81028.69032151997,326242779.99513537,3230.497903585195,326242779.99513537
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.7_2050.nc,1.5,0.7,0.0,1.0,1.0,1.3,1.0,1,5745.79093135869,0.011613739078642169,269.2739716721159,3095172937.693139,28295.57624993518,71012753.55927452,862827057.6688248,14774.981621474444,15904268.583362205,246352684.5252156,1060.6932615349094,4706597.6066388115,73668614477.02904,148903.44550336475,3874377558.473217,177869574544.6767,1626055.2190093494,4243587715.3632936,101193151613.85059,1732823.445932763,2522347653.7450495,35669673225.931854,165668.82436902492,690220954.3382301,4706597.6066388115,690220954.3382301
elec_s_100_lc1.5__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.8_2050.nc,1.5,0.8,0.05,1.3,1.3,1.0,1.0,1,1517.3589289914294,0.0026836051882005913,57.123122180384904,870799774.2604873,6300.421747001584,13351809.596708037,602459842.4283489,12553.615231585703,13531287.424819732,294855.8514413349,1.1096925585416848,3132.1653950232117,49336339943.31539,87256.38694248395,2248003418.340003,145488745001.86447,1052642.0424628118,2939731822.858568,125206074251.7766,2608952.1161754243,3560382421.903719,11181440431.902328,42085.09677249432,173285194.16368344,3132.1653950232117,173285194.16368344
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-dist1-EQ0.9c-nuclear+c0.5_2050.nc,1.25,0.5,0.0,1.0,1.0,1.0,1.0,1,882434410.2969011,2497.081492293766,65948619.33004899,2685354322.030351,24549.07997280893,61622376.35758002,920426889.2888523,19179.178765449076,20444650.084497567,1840813.5324799668,8.394968824008343,37683.71580278778,158467926009.83795,448426.89784525265,11712437256.855055,119264154038.04308,1090293.83249345,3141593473.9174066,51723788656.986374,1077782.2775746058,1496700670.5238042,9786837030.932999,47590.22702744262,199960655.57113525,37683.71580278778,199960655.57113525
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c_2050.nc,1.5,1.0,0.15,1.0,1.0,1.0,1.0,1,7482.93495674623,0.010587471527907781,192.8672180618973,1096847760.0141199,10027.206896937236,23323251.20694467,184621855.9194963,3847.0144884889196,4185453.393240233,261990.27910772225,1.2713917025045318,3810.136202134788,498079772.80017513,704.7242082993648,18514103.765179668,143196962824.138,1309083.74488742,3350230598.5104327,86064694769.63675,1793352.8296375745,2262882871.764382,20396029099.894676,95639.32381991562,379240818.8346045,3810.136202134788,379240818.8346045
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-solar+p3-onwind+p0.5-dist1-EQ0.9c_2050.nc,1.25,1.0,0.0,1.0,1.0,1.0,0.5,1,3183.149988749338,0.004503782281918679,81.94185021150084,1785466519.6732605,16322.4495258009,39041246.2277258,697383123.8048117,14531.556775567335,15380377.825886384,270478068.1139235,1176.0196208212672,5317010.744955606,2121183217.5390859,3001.2243926995425,77960026.61513373,156091712832.29874,1426965.488306804,3259791444.010986,163923551445.6468,3415718.4385089274,4523891621.730754,53439096901.22173,254756.62762144205,1013402109.3059051,5317010.744955606,1013402109.3059051
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-onwind+p0.5-dist1-EQ0.9c-nuclear+c0.6_2050.nc,1.5,0.6,0.0,1.0,1.0,1.0,0.5,1,17027.04212065562,0.04015209822949722,975.4839103418278,1710036389.200485,15632.879330112339,37852644.19675008,1179334059.0271058,24574.096004234892,26269609.12571551,244585827.22055233,1052.2764287014368,4863784.734366163,97544274695.25444,230022.76446697995,5947166272.900464,117404574089.83463,1073293.8498506066,2632343317.440547,112499821519.57837,2344188.5641478514,3384274217.424625,36800366162.06581,172532.6771284187,729484311.619505,4863784.734366163,729484311.619505
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.5_2050.nc,1.25,0.5,0.0,1.0,1.0,1.3,1.0,1,1341163161.238861,3795.175787568131,100431659.56601213,2662441896.063459,24339.61823704549,61103181.15505756,7641749.326873058,130.85670512641792,122918.81372818629,1838978.9590895926,8.385861999633544,37651.75295368744,178530637293.52975,505199.6442920784,13263763413.046762,115659534346.97726,1057340.9754564576,3079961345.90519,41455389183.1552,709878.7733280414,1038682243.4887702,9747210779.210993,47394.40000543195,199734566.72726297,37651.75295368744,199734566.72726297
elec_s_100_lc1.5__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.9_2050.nc,1.5,0.9,0.1,1.0,1.0,1.0,1.0,1,2888.5223821367813,0.0045410210261930305,86.23425318398377,1193995177.0528255,10915.31305502212,25293469.00188618,216654830.25256205,4514.49405506002,4912485.878980798,1839090.545442551,8.386549064478277,36721.637672031,555247942.7740784,872.900483126019,22858189.619724464,149324948274.9367,1365104.808353683,3499737999.4273214,88061442971.26999,1834959.6005330896,2339096284.020942,20353030019.266964,95471.4969789206,376239440.68121034,36721.637672031,376239440.68121034
elec_s_100_lc1.25__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.8_2050.nc,1.25,0.8,0.05,1.0,1.0,1.3,1.0,1,2483.730824659902,0.0043927331890954956,87.17992324906054,2995335972.417621,27382.88267177893,67851762.58426277,598825023.9455602,10254.231881854817,11000241.472495113,3611725.892269354,16.830915629255497,67583.9839248753,40608837063.09262,71820.90126938141,1850165645.8790998,166184004394.09573,1519227.6045671771,3957144966.17634,90895107781.06946,1556480.5658455698,2155684854.44015,33523293547.312523,156180.0564532393,637639859.7905219,67583.9839248753,637639859.7905219
elec_s_100_lc1.5__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.5_2050.nc,1.5,0.5,0.05,1.3,1.3,1.0,1.0,1,553914906.2389401,1567.4486902766146,41574223.35880629,442558594.18200636,3202.0056430017853,5053969.988749069,354650555.4766656,7389.947514471387,8059038.083987873,296410.4370586584,1.1157649472172357,3141.5916974808943,139149116219.8638,393759.21737316274,10254231861.624933,82077867850.68018,593850.847048172,1761458008.498114,64813467579.58214,1350535.3826395425,2014080824.83581,6610697009.115807,24992.98683636897,100688805.13400121,3141.5916974808943,100688805.13400121
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.7_2050.nc,1.25,0.7,0.0,1.0,1.0,1.3,1.0,1,6070.391770070846,0.012269841865977653,282.50184715530594,3095172938.2816744,28295.576255315485,70802548.62484442,676268009.7287046,11580.359385029675,12331863.072868865,246350242.5998903,1060.680717739864,4921293.55802621,85103697093.7927,172016.7239780492,4486412791.780774,171448380119.5549,1567353.6859676747,4124980674.5737476,98568702730.36252,1687882.592866796,2455745559.086509,35431444117.78998,164530.94276837207,676691078.0020432,4921293.55802621,676691078.0020432
elec_s_100_lc1.25__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.8_2050.nc,1.25,0.8,0.1,1.0,1.0,1.0,1.0,1,1627.8886330336852,0.002879088327720673,55.73801288687422,1194286249.4791698,10917.97399261743,25366462.281895533,267540054.66522893,5574.802947474678,6060511.207727466,1838444.7468757813,8.38331688235563,36831.40088710466,13343605062.72349,23599.536728878145,602130641.2198387,140880481899.12515,1287906.846547751,3326863530.9788694,87612082763.24199,1825596.1629150212,2342587305.4843802,20269536742.865948,94970.65445143048,374733238.4984209,36831.40088710466,374733238.4984209
elec_s_100_lc1.25__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.5_2050.nc,1.25,0.5,0.05,1.0,1.0,1.0,1.0,1,28675.06769908911,0.08114368615518354,2055.1831677860587,1164308021.9369645,10643.917828282201,25089042.52872914,410264035.32536143,8548.78031716247,9250443.046409102,230087.7319268131,1.1257419376568798,3177.786206356737,108826346416.14764,307952.92243678565,8016174005.643659,109310720294.00668,999301.1322073824,2915816099.408265,54422554934.941956,1134017.1849783512,1667997904.6513994,5143751753.402996,25309.831700341212,100112959.21699096,3177.786206356737,100112959.21699096
elec_s_100_lc1.25__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c_2050.nc,1.25,1.0,0.15,1.0,1.0,1.0,1.0,1,1134.9098946147124,0.0016057638166614336,27.285120356540368,1044454929.1977651,9548.240012321405,21984309.091595393,234798426.10665372,4892.556965197885,5317209.762651031,1838533.8479345972,8.383797379681726,37012.09413628138,624467945.1424639,883.5485845465346,23049593.753778968,141731307533.30624,1295684.9584956134,3289770795.0352182,89368112447.13501,1862187.0183286874,2336999421.950897,21094603917.806545,98611.88785743853,393598241.79483426,37012.09413628138,393598241.79483426
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.5_2050.nc,1.5,0.5,0.0,1.0,1.0,1.3,1.0,1,1341864288.922915,3797.1598137384112,100482838.97990552,2661084723.572873,24327.211183073156,61071370.75439574,7641747.855544417,130.85667993150375,122923.34290869275,1838730.6957309602,8.384712512424331,37641.87390859964,178550216569.85812,505255.04903149186,13265435821.663397,115655822066.25911,1057307.0383795202,3079866502.074131,41439356837.59299,709604.2367231387,1038219455.8953869,9747209672.742569,47394.394564414324,199732587.38184884,37641.87390859964,199732587.38184884
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.9_2050.nc,1.5,0.9,0.0,1.0,1.0,1.0,1.0,1,3360.468785042771,0.005282963879773032,98.35576598387354,3095168862.446623,28295.538994682945,70770641.12827562,1091432360.6319668,22742.46504372534,24100351.155249886,3609080.8398756003,16.818805736058756,67447.91941340838,1291000277.2988424,2029.5703575951975,51310083.78960307,187596931114.74255,1714981.157908178,4348784708.594701,139720086866.2154,2911384.4394546566,3888403444.4114957,31801722595.09652,148413.53027199,603957182.6210651,67447.91941340838,603957182.6210651
elec_s_100_lc1.5__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.9_2050.nc,1.5,0.9,0.1,1.3,1.3,1.0,1.0,1,3276.267330521204,0.005150591502192346,108.3014093729712,913843986.4729644,6611.855785826814,14147029.444815055,571294082.3901194,11904.20603886197,12898041.152542602,295866.3807149752,1.1135511759149554,3138.415160286362,5866320984.729795,9222.392425551912,235739252.55189738,146830210939.10767,1062347.8340967689,2834891507.563171,113102487915.13792,2356746.483381715,3001936122.8447776,13272528511.208332,49723.996745483455,202155400.0574944,3138.415160286362,202155400.0574944
elec_s_100_lc1.5__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.8_2050.nc,1.5,0.8,0.1,1.0,1.0,1.0,1.0,1,5517.435546454394,0.009758151730038696,193.34356208384418,1165369614.7936194,10653.62274048793,24561504.897334795,216711569.77735916,4515.676351559411,4916027.991353705,1843173.7415631078,8.406779569703353,36622.96135919395,6538273775.632332,11563.609038650802,296223805.231734,146399405846.1152,1338359.9671013437,3456965737.9940314,85443665744.34259,1780412.2834266173,2283364956.7103677,20066638896.382195,94148.22589408212,373894287.29923165,36622.96135919395,373894287.29923165
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.8_2050.nc,1.5,0.8,0.0,1.0,1.0,1.3,1.0,1,1118.036516743198,0.0019773624681696596,41.77006067933408,3111130570.442148,28441.458377786363,70821709.16225313,1004328414.1227856,17198.03954767063,18358253.902136814,389197262.15356374,1743.3472088507604,7256481.659766274,35021595248.3946,61939.28998073189,1599617246.7630625,198493741208.99225,1814598.053994349,4611931856.809757,121659091865.3606,2083280.5721838002,2926020124.4340787,38239198044.64924,177747.72692669163,719505409.6900393,7256481.659766274,719505409.6900393
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.9_2050.nc,1.5,0.9,0.15,1.0,1.0,1.0,1.0,1,1661.395690079857,0.002611865778896311,46.604259988886476,1096461262.246932,10023.673596129162,23319917.66085937,184508288.8473791,3844.6480613415256,4182791.776116046,245888.29563493616,1.196383163319897,3520.371631008521,682639222.8487662,1073.1712114922882,28136465.218803898,143113493207.19446,1308320.6789914833,3343481825.798076,86033338875.17203,1792699.45856347,2262550125.506618,20392129685.737133,95631.99226759165,384482838.064394,3520.371631008521,384482838.064394
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3_2050.nc,1.5,1.0,0.0,1.0,1.0,1.3,1.0,1,3864.7933034957814,0.005468227279607759,110.28072278082702,3180130984.1375027,29072.249130450764,72174973.42189516,828300374.5459814,14183.749457327036,15130802.483672978,389206896.4672599,1743.3955916780915,7052498.043576752,114554795.850867,162.08154239840115,4263627.307722802,213081778817.39862,1947959.5619924222,4843976438.218094,139804100417.72067,2393994.2493915427,3256063253.2152376,39075277872.95568,182077.20115601883,735105014.2801533,7052498.043576752,735105014.2801533
elec_s_100_lc1.25__Co2L0.05-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.9_2050.nc,1.25,0.9,0.05,1.0,1.0,1.3,1.0,1,4466.941277955464,0.00702243970530009,140.06247785872281,2775729871.366659,25375.27879880448,62223009.86861285,431196519.3780912,7383.774758139738,7954446.590631083,16592284.644926153,78.8655317801354,278827.0339120056,8879860077.009706,13959.951139282428,363179225.09541774,179355559084.7138,1639639.8521478726,4192381345.474659,107049686012.31444,1833110.2732103204,2443519036.5917745,36048155993.404884,168050.01210692286,668718827.5288789,278827.0339120056,668718827.5288789
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.9_2050.nc,1.25,0.9,0.0,1.0,1.0,1.3,1.0,1,243.11465867191703,0.0003821984498483417,7.793157321156973,3216046828.9782,29400.586043033185,72582011.8798683,661335937.9988834,11324.663781353638,12002895.12207525,389196027.917846,1743.340634108062,7258976.415831733,13554731626.844004,21309.27622460347,551744514.062711,206240267134.94394,1885415.5557696235,4713038672.590443,137487104228.4761,2354318.1917055366,3212195302.2570243,38809560509.30873,180828.6674829723,742499785.068005,7258976.415831733,742499785.068005
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.7_2050.nc,1.5,0.7,0.0,1.3,1.3,1.0,1.0,1,10950.031993771725,0.02213286490888331,509.42873941199605,1319717409.685201,9548.436407138975,22058742.801805396,1314904336.3195553,27399.00976298255,29191174.952201158,296573.57092783554,1.1162370992744366,3148.0652868873467,90108560917.09563,182132.85651095197,4698230014.476116,152226671190.66434,1101392.3728423272,3139028093.1271496,133898149848.52628,2790071.1965204827,3902722144.195271,8884374235.56018,33445.94025489419,136623575.5406684,3148.0652868873467,136623575.5406684
elec_s_100_lc1.25__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.9_2050.nc,1.25,0.9,0.15,1.0,1.0,1.3,1.0,1,985.8291648314645,0.0015498134940614113,29.766793556385323,1423801977.0082114,13016.17008685492,30571165.62135749,7641745.843128137,130.85664547104813,122836.50776101199,1837494.5642887405,8.378448862548897,36581.10168586719,7161031256.940106,11257.7952340238,293445461.0962313,155808549413.33606,1424376.8535927704,3608901516.877771,82965295948.38675,1420691.101377236,1790254919.9076433,23984625385.290306,112213.09676694544,439855023.0345102,36581.10168586719,439855023.0345102
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-onwind+p0.5-dist1-EQ0.9c-nuclear+c0.5_2050.nc,1.5,0.5,0.0,1.0,1.0,1.0,0.5,1,359571900.27821285,1017.5037678228426,27008333.49177467,1710036377.077685,15632.87921928764,37871756.17059906,369078793.48130417,7690.592529498286,8322366.963950006,1836581.0072606136,8.373969145733973,37664.69695622761,153557958942.08228,434532.84776107763,11331369880.736399,88476041879.79408,808833.8324539758,2092991221.547258,85240715658.54933,1776183.358760042,2635363905.8103714,11893132403.46996,57720.09940923813,243091768.52272272,37664.69695622761,243091768.52272272
elec_s_100_lc1.25__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3_2050.nc,1.25,1.0,0.1,1.0,1.0,1.3,1.0,1,1855.436049321142,0.002625223452775161,49.73894215360082,1663097611.688839,15203.772529007578,35541321.69273545,126743631.58568077,2170.3478242520846,2352488.1057747756,3604516.3080790625,16.796489599337214,66428.9147820086,777292624.5084995,1099.7775042020244,28765350.59966001,167958742062.19547,1535451.9726468408,3881453144.1099043,85235828204.68205,1459571.5143864953,1835461944.0025594,22834004144.25871,106866.12562914111,416655529.2098647,66428.9147820086,416655529.2098647
elec_s_100_lc1.25__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.9_2050.nc,1.25,0.9,0.0,1.0,1.0,1.0,1.0,1,414.13803832689854,0.0006510628241688068,12.597217003862227,2406074854.4055624,21995.951721077618,54587919.69242383,803728538.9475524,16747.50434472667,17680293.62329966,3602688.227203033,16.78752978189795,67598.92933700194,3764764013.9526396,5918.552908482972,150085964.48402202,186260040606.7916,1702759.5185791217,4312368392.385878,141338485618.99878,2945107.44272045,3907160751.212092,31404321036.555576,146635.8848519278,595162982.5006449,67598.92933700194,595162982.5006449
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3_2050.nc,1.5,1.0,0.15,1.3,1.3,1.0,1.0,1,2170.606307853878,0.0030711522438106012,59.942883335652134,906637456.7933393,6559.715009432513,14127893.858223712,567200578.5735025,11818.908616123046,12833766.169429706,296010.9028823648,1.1141287647001665,3138.5991172756485,644456265.4485389,911.8297032993415,23754334.798522595,142494521351.64377,1030978.196928105,2716708638.1588597,113497673621.84048,2364981.072573536,2981814689.82023,13418681837.783657,50226.743081514185,204637934.49043846,3138.5991172756485,204637934.49043846
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-dist1-EQ0.9c_2050.nc,1.5,1.0,0.0,1.0,1.0,1.0,1.0,1,2615.337149143481,0.00370039399814272,68.99634126484025,3130439309.7466273,28617.975786111598,71383348.24345432,1495649292.2240863,31165.240259491144,32607842.43680548,246363980.0907049,1060.7472258570012,4766255.000770365,6187129691.183611,8754.0597136719,231996171.68835276,219756330011.4133,2008977.242117623,4986814023.909591,117107452920.52753,2440198.9994713757,2995999148.302913,37505907228.890335,174409.79482710478,713860297.6060557,4766255.000770365,713860297.6060557
elec_s_100_lc1.25__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.5_2050.nc,1.25,0.5,0.1,1.0,1.0,1.0,1.0,1,13055.000414175143,0.03694257560191461,910.1984038136109,946577702.3884863,8653.462049970041,19866256.247399338,318322117.2262549,6632.962229075679,7195163.736061615,230378.94258957356,1.127189910252181,3182.9174231230954,104092332751.239,294556.7790305785,7684750953.454925,90966934651.90266,831605.1760210143,2428569876.1827745,38816254276.39675,808824.566552303,1170488518.2466292,5143751954.755956,25309.832497507574,100427893.85160959,3182.9174231230954,100427893.85160959
elec_s_100_lc1.25__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-onwind+c1.3-offwind+c1.3-nuclear+c0.5_2050.nc,1.25,0.5,0.15,1.3,1.3,1.0,1.0,1,354298597.8686929,1002.5815643180516,26450853.612685043,442558430.0197438,3202.004455252868,5053984.2411384415,549821402.1628401,11456.774116299928,12379666.188281564,295651.2254476709,1.1128040522345988,3136.649273415056,119826089848.34222,339079.6049686595,8873610060.051123,66883614178.23581,483917.18709904724,1403118660.450374,50422327167.23364,1050663.3799643887,1551938135.9696426,6610693346.409281,24992.972585076528,100555507.54908359,3136.649273415056,100555507.54908359
elec_s_100_lc1.5__Co2L0.15-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.8_2050.nc,1.5,0.8,0.15,1.0,1.0,1.0,1.0,1,2330.7587330535607,0.0041221863258312195,81.4203754818231,1089380649.543984,9958.943766596,23118318.440160856,193344908.32980374,4028.7790408988667,4384211.091676258,236521.86052290924,1.1544682227726695,3316.7836291493854,6022316485.829393,10651.085552381523,272248235.8753368,140145782139.93805,1281190.3387869992,3301601415.867159,83525507973.15996,1740443.1221363912,2211025883.652317,20238367838.82067,94984.54578933382,379664318.84510756,3316.7836291493854,379664318.84510756
elec_s_100_lc1.5__Co2L0-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-solar+c1.3-nuclear+c0.9_2050.nc,1.5,0.9,0.0,1.0,1.0,1.3,1.0,1,1440.9974723580367,0.0022653796491714346,44.96170569610717,3177742362.695599,29050.412735036956,72224819.15479282,838324017.2345324,14355.393514136867,15330750.194399174,389201314.37067086,1743.3670167716534,7017015.350478966,5693110420.0463915,8950.089596586377,233014220.22221035,210197571709.9256,1921592.6016406263,4801536596.302247,137319244380.64539,2351443.7730782595,3213160163.845351,39024360394.669174,181838.6746193361,737140219.6180274,7017015.350478966,737140219.6180274
elec_s_100_lc1.5__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c_2050.nc,1.5,1.0,0.1,1.0,1.0,1.0,1.0,1,2048.384715512473,0.0028982230874715423,51.5090540314314,1197175494.685945,10944.387010467728,25342108.556268144,216270113.82395214,4506.4776169874485,4903359.589122712,1839117.8445524648,8.386661595140676,36648.79630047817,212392876.29943207,300.51090161132043,7899654.683829681,149453233081.43057,1366277.567549026,3499600071.5592084,88176767898.54713,1837362.656573824,2342113066.2019563,20342807859.42346,95418.85469090141,378146403.799969,36648.79630047817,378146403.799969
elec_s_100_lc1.25__Co2L0.1-2000SEG-T-H-B-I-A-solar+p3-dist1-EQ0.9c-nuclear+c0.6_2050.nc,1.25,0.6,0.1,1.0,1.0,1.0,1.0,1,284.3150606045707,0.0006704538674789286,14.900000519802276,934960858.1301455,8547.262716649273,19564504.547965676,340112200.70795643,7087.007967279293,7689984.70602564,226559.97472550865,1.1083961125590096,3130.533508719448,80545777609.71976,189937.97934131016,4904076525.129464,108541746336.93347,992271.2952080978,2766672316.96771,52562238239.65497,1095253.2734993787,1529182899.135291,9098852918.855328,44414.63578282796,181910217.19616616,3130.533508719448,181910217.19616616
